,ae_kmeans,rbm_svm,dsvdd,join
AUC,0.9518421999325074,0.9554581770800548,0.9649991381177152,0.9874309200554356
F1_SCORE,0.9861941892757957,0.975404695467229,0.9561724337731282,0.9551460353560501
MCC,0.9342244654697206,0.8898304452752887,0.8100324292181729,0.8167058705053238
TIME,6.702000141143799,3.5829997062683105,2.555000066757202,5.896999835968018
