,ae_kmeans,rbm_svm,dsvdd,join
AUC,0.9336414422863825,0.9636725427036006,0.9569876711910755,0.98702504889907
F1_SCORE,0.9753278156761752,0.9769011702932408,0.9691080448441542,0.9825215733026079
MCC,0.8805227472134143,0.8968786895975238,0.8540501942463565,0.9212849686568414
TIME,7.158000230789185,3.7149999141693115,2.6679999828338623,6.139000177383423
