,ae_kmeans,rbm_svm,dsvdd,join
AUC,0.9542724715180293,0.966941858707918,0.9537154250551445,0.9833132574491623
F1_SCORE,0.9544021922497716,0.966594584665737,0.9580944201672182,0.9398255100572889
MCC,0.9106380243372822,0.9344736723665996,0.9171085109533987,0.8807070079066961
TIME,2.7649998664855957,1.440999984741211,1.0529999732971191,2.4930002689361572
