,ae_kmeans,rbm_svm,dsvdd,join
AUC,0.9593957397818335,0.9435511590696635,0.9305606982390009,0.9972973396315232
F1_SCORE,0.9887036827722852,0.9531201692295175,0.9141283901960693,0.9927546156488627
MCC,0.9461750960646942,0.8175307834949265,0.6777492911007527,0.9664666846361333
TIME,6.190999984741211,3.140000104904175,2.4110000133514404,5.453999996185303
