,ae_kmeans,rbm_svm,dsvdd,join
AUC,0.9530415084884503,0.9473488980073826,0.9799144472164063,0.9851946000720967
F1_SCORE,0.9866665485408509,0.9820591713871573,0.9872555678690165,0.9587875297655776
MCC,0.936270710597035,0.9141637970784807,0.9397970887131278,0.8234555063611286
TIME,6.252000331878662,3.195000171661377,2.368000030517578,4.919999837875366
