,ae_kmeans,rbm_svm,dsvdd,join
AUC,0.9523490828225402,0.957810460570898,0.9816699753519063,0.9951236073091209
F1_SCORE,0.9868552081258714,0.9679024804192516,0.9837477291347557,0.9845003882259996
MCC,0.9372142982752609,0.8663687581181952,0.9225161789181759,0.9311656840601125
TIME,6.599999904632568,3.5799999237060547,2.4649999141693115,5.46500039100647
