,ae_kmeans,rbm_svm,dsvdd,join
AUC,0.9531189368440818,0.9457989557274848,0.9885775609690908,0.9966602271757861
F1_SCORE,0.9869700570184464,0.9835170552538418,0.9874461098577078,0.992219961279484
MCC,0.9377382745929714,0.9208255184056429,0.9407303578138114,0.9640650432196953
TIME,6.979000091552734,3.7839999198913574,2.564000129699707,6.123999834060669
