,ae_kmeans,rbm_svm,dsvdd,join
AUC,0.9493421438014754,0.9568074068836163,0.9754069416856619,0.9987488107298139
F1_SCORE,0.9859168630641545,0.9693229659494522,0.9841821850779594,0.9955924584561704
MCC,0.9325981895763186,0.8699931122741745,0.9241049416601796,0.9796314016268814
TIME,6.569999933242798,3.575000047683716,2.439000129699707,5.388999938964844
